id,frames,gate,crossing_events
04dc19f51fc9d0425f82328d,"[""frames/56c3caa62be79280a2e4b5dc.png"",""frames/aca4e8ba4bd54b53fec78b0e.png"",""frames/1367652e4b954e6316b225d4.png"",""frames/13f0a056072ca4af8e44ce10.png"",""frames/42b40ad446b6c18bd3ff74d1.png"",""frames/645a762c6aff350e1eb83b71.png"",""frames/91d6d7a793c655db28f2784d.png"",""frames/542b2f7a902360ed32574877.png"",""frames/1e27f65f5c5e1c684f2ad927.png"",""frames/e6179fa1ccab7f9201b3b15a.png"",""frames/679d1a081224203865b87c0f.png"",""frames/6d72cc480ba6d45906bfebe0.png"",""frames/fc1e53cd03434a66ae8bfd95.png"",""frames/855326ca80f46194e7c5122d.png"",""frames/f8ceaa675ae61493d146e0c6.png"",""frames/c669b25075fb9463d5920cf4.png"",""frames/f4bcde2d126e57e5ae47da3e.png"",""frames/a9193b1c329ae883fb1c8680.png"",""frames/b877d19241e2af1f5365f759.png"",""frames/3689b623876500c88bdcef69.png""]","[0,0.5,1,0.5]","[[7.152778,1,0.474136]]"
04e2503eb02195dcef5ea410,"[""frames/44d96c8a1ef33db319dc82f7.png"",""frames/329dbc6e3bba273ce2ef289a.png"",""frames/656b136b5a46cf208b5afec0.png"",""frames/e9a715f028d219248359fae8.png"",""frames/04fe468d1d339db950de34cb.png"",""frames/00ac851ae40a685cecf538be.png"",""frames/2b3cec7999ac0070ed1586d0.png"",""frames/710ca721e35036944f2b3b95.png"",""frames/59cd41fd2fbbee0f703db0e4.png"",""frames/d077dd64dae88af7f09a243a.png"",""frames/dfb63da688328c77e538d87f.png"",""frames/3cace1db08f2021b11a7edcb.png"",""frames/d4b44529d97b3f80fc0770ee.png"",""frames/4a4fac181dd0155e1d46f080.png"",""frames/ee2c743cceb5f46d71b61854.png"",""frames/8e48efdc2689bb5d86a9f7da.png"",""frames/fe65ddf2740291912b47c9fa.png"",""frames/47a4dd0f33584ac4c0533218.png"",""frames/5a248701fb4ea27468ba964e.png"",""frames/bc7c766a70fb892c968f6e46.png""]","[0,0.2,1,0.2]","[[0.355322,1,0.555477],[9.206105,-1,0.771161],[10.006533,-1,0.641221],[14.981707,1,0.953973]]"
050820337cd7593bc0846f63,"[""frames/0c4ece6b2a82c30e59053b33.png"",""frames/787b73aaf0c2875d31b4dfe3.png"",""frames/9b93f5c14582ca67093b86b9.png"",""frames/782ccbc8840f39f311026ef1.png"",""frames/aef31313f863e44bfd780c83.png"",""frames/4d1fe12d69b8a164de2d1e55.png"",""frames/57e1bb3e9ae54e4f71288607.png"",""frames/53672a1473e2f3d2b165ba74.png"",""frames/3d2d07632b828c8d9d887a6e.png"",""frames/03490689db9456b6ff5b1556.png"",""frames/1e2d8da5a76433760c825068.png"",""frames/32d9fd22692bc78de166c308.png"",""frames/89f6a4a3c2e848aab8df1ad1.png"",""frames/178510e3929e7d8e125695b9.png"",""frames/20a62cab4a2e85b971444345.png"",""frames/248ea113a21ea83f2bb0fe93.png"",""frames/3fc6587c4d414193e15cf552.png"",""frames/608ed4bd424a024e75682e1a.png"",""frames/3e0bc426e7aa6d14421da8fb.png"",""frames/7fa4e5453548bb62c36eb386.png""]","[0,0.5,1,0.5]","[[2.938987,-1,0.294187]]"
051f1173723006ad53858fbd,"[""frames/97035c1382786eefce9c5b4d.png"",""frames/8e177f1f231e4e5ddf36527c.png"",""frames/33f167b5c577fcbd1889c0dc.png"",""frames/7db0fbc5259c603f18735aff.png"",""frames/e21908b600c577c6a66d67e1.png"",""frames/42f19ec3e4ea3543d70dd2da.png"",""frames/92de9753afa6c07de557e7b5.png"",""frames/b3e7cdaa4ba2f94d12111a2f.png"",""frames/f89fcaf94dcff1c4b5f3b788.png"",""frames/4904a93e8898c94866162492.png"",""frames/57235cfee732469cb39207a8.png"",""frames/1119f5396c179dd754fee133.png"",""frames/3a3a100a2c88a2166d9e1330.png"",""frames/a6985a0e01f94de05cf84617.png"",""frames/5d3184367d1f4b166069b92b.png"",""frames/4c80597850d2568cfbd5bf60.png"",""frames/9b2730fd49e34edd185c02b5.png"",""frames/ad33d58e02a15866952b1912.png"",""frames/1a33d0cb01f54f3c917cdb8a.png"",""frames/9bc002cc0be9dec37d7888d4.png""]","[0.65,0,0.65,1]","[[6.476807,1,0.81385]]"
053046f9647d82bd30b7fb36,"[""frames/00359f990ee8476fecc92574.png"",""frames/98820224d113c410d03cfcb9.png"",""frames/7ed8e0cf1e95eecbfde1d784.png"",""frames/355a6397b85d018016f09189.png"",""frames/beef4a73d567f44d6eaa3605.png"",""frames/1933d149b9d1570c01737231.png"",""frames/a0555571555fbc04c60bd740.png"",""frames/7619c3db460e75b12730a576.png"",""frames/7c014ecbe3b3de6c600db4ef.png"",""frames/4c6d9fe982210dd27d77419f.png"",""frames/36e1c9c22e9951fba006d17c.png"",""frames/0c300a817be2c9ac612e9f23.png"",""frames/ca923ef3ff94bc58c7f22380.png"",""frames/0d9b97acec54df99510704cb.png"",""frames/90c0c7d2e87176cc4a1774a3.png"",""frames/7636360251fca0b859a1827c.png"",""frames/ec454c90c7210a16b3f59969.png"",""frames/a7c45a88e00da61451d4d357.png"",""frames/74a8cb1eed434b66f530194c.png"",""frames/b428e3198ec47eed315d67c0.png""]","[0.35,0,0.35,1]","[[0.834681,-1,0.75287],[14.114257,-1,0.910164],[14.987905,-1,0.805718]]"
056fd5adfc6b660e2e9d53c2,"[""frames/f3517b860cd5ed3fc1544fb7.png"",""frames/b0e08d5f35bf11fcb1869528.png"",""frames/0e5e5992d8f91162a694207c.png"",""frames/51d81123c63acb0b19f5036a.png"",""frames/f4b0fc87f39f83412ba95728.png"",""frames/51b97d5b44274f6b4bba0a97.png"",""frames/f3c44903449587fc0f223130.png"",""frames/07c6301e73913dd23c80933a.png"",""frames/4a92f6c331998da42b3acf9e.png"",""frames/98d2a0cf97e5288d053a2eb8.png"",""frames/6ee76ff3c443919fb8b1f058.png"",""frames/c466f7c2f9a7d4e15bebb7e6.png"",""frames/3c83ca06df597ebd6a37a8a2.png"",""frames/0ce092f078fb4be187b963f7.png"",""frames/8cf0169f0821da69988e8bcb.png"",""frames/1ebbd40237e74f09aea06cb7.png"",""frames/a8fa88492434cefd4b9bb099.png"",""frames/ebd2214e533c7df8286e27fb.png"",""frames/c478637e98e2638e23dd338f.png"",""frames/522ffaa6e93552abe423c308.png""]","[0,0.8,1,0.8]","[[0.28629,-1,0.559999],[3.152995,-1,0.50983],[7.17081,1,0.38242],[7.929491,-1,0.464282],[10.101706,1,0.424431],[10.864389,-1,0.312582],[17.061022,1,0.374502]]"
05e9636fe3033ea9d0926404,"[""frames/e64915d3bcdfdf9e12bab7f6.png"",""frames/b5168a71d39fbd5018d9a27d.png"",""frames/313b83b334f2d4658999c06e.png"",""frames/5ac84c81db6a49fe1574d7cd.png"",""frames/9d02fbec4dfd4ddcdcd67d55.png"",""frames/3e0783ff514025d2e7fcdd38.png"",""frames/31421fc3c14dad7c70f42b6d.png"",""frames/dff81ac0901d8e56846fa282.png"",""frames/45a0deda42db36a923df726b.png"",""frames/8049930e43329629f4158058.png"",""frames/5b3c8b8006e0320b1ab295a6.png"",""frames/4a737ae72a45ebd1e00a9117.png"",""frames/af894b14fa8a9099fc816b71.png"",""frames/209053898aa06da9ab7e88ff.png"",""frames/621d3e676f6b51e426af6350.png"",""frames/95f0def685a94a65f779efcd.png"",""frames/361ddce8baa4d49ea28f3575.png"",""frames/890d72fefb26cb847fe701c0.png"",""frames/d373083560e764925ce29933.png"",""frames/b55480672d455f13fb5a2f02.png""]","[0.65,0,0.65,1]","[[4.658004,-1,0.332711],[16.600965,-1,0.298488]]"
06267539f14cd59e56d47e5a,"[""frames/1dddbcbbbcc80b5f106655df.png"",""frames/bc33769c03e2fc00313a9280.png"",""frames/44c726639b18e5f7d5e7ba52.png"",""frames/0b772e7d5c207104e026a03b.png"",""frames/2555b4e6a9697f43feb1d7d9.png"",""frames/7a51ca881ba46d205881a192.png"",""frames/cec7625ac062044a488729f6.png"",""frames/be040ddd7aa08babb63c6532.png"",""frames/e278deb4adea60d9e18d77d5.png"",""frames/c9f7a92186f6adc44de3d35b.png"",""frames/120c97ee77b42e913deb3be8.png"",""frames/df760591e298f974144c8b50.png"",""frames/fe784623172f1c1c9bc418af.png"",""frames/58b363d36488420b274e665a.png"",""frames/ff7b2d19f02fcc159dfd693f.png"",""frames/35d3bb343b5ba7a563a4a4a8.png"",""frames/e8d6d3a374a62e2a0fbf8246.png"",""frames/260f96f42ce65a683abfd3dd.png"",""frames/5cd3f655c1acbb0d77f2f8d6.png"",""frames/5cb0c2e7ee24db409ba5abcd.png""]","[0,0.5,1,0.5]","[[11.744628,-1,0.334261],[13.78111,-1,0.964373],[13.808471,-1,0.134166],[18.45658,-1,0.418952]]"
065bc24795fa01ee4401bb43,"[""frames/b5dfeb9460984d3e2192ae18.png"",""frames/e117f767a9d83c303c4e85d4.png"",""frames/0682330817d8b671dca53c64.png"",""frames/cb63c5edc9f9b0f903a88e13.png"",""frames/1a1d49f93ee38d5f6f8397a9.png"",""frames/1fee52d9e7d6ebd68eb84d96.png"",""frames/f526662d3f4cdef6e54acbaa.png"",""frames/4b51799124081c8880c30d06.png"",""frames/d7377242eee0f6b97fb3f3f2.png"",""frames/4f46646cf585168165d71900.png"",""frames/cdb9c348bfea85b97d20447b.png"",""frames/a425cd07d89de9a6fb63938a.png"",""frames/b7054bd0a229c87db9013667.png"",""frames/253d89ade8e3ed9beb7d635b.png"",""frames/4603176b1467398888c8b142.png"",""frames/40f6bd59506ef06d73f045c8.png"",""frames/517030409ceaed148c2e0f9b.png"",""frames/6de06b763e34eea03ab26ecf.png"",""frames/015d384ff8e348d8cc96abee.png"",""frames/65f7f8eb905b50d4a6c6eff9.png""]","[0,0.5,1,0.5]","[[1.954987,1,0.035574],[10.170248,1,0.119473],[10.606446,1,0.371816],[13.812593,1,0.772196],[16.893554,-1,0.444881]]"
0665f68e3668194feed39f6f,"[""frames/29ec3e1674a6e3d6f685f2b9.png"",""frames/8bfc5bb3aa7182da5e7c8418.png"",""frames/b8c4f1c9907eee31d812930d.png"",""frames/481c7766d04fef9a41fc236d.png"",""frames/be7470ce41fdcba9da946fba.png"",""frames/b14c233409f0bdf0ce3bb9e9.png"",""frames/c625c505365fab89d5467492.png"",""frames/f2422a14f16ac9b806bee93a.png"",""frames/4aae8e543d041eb3a250847d.png"",""frames/e65e0a1d7d1230ee10b5bf4d.png"",""frames/92589cfd41101e12102b0ef7.png"",""frames/3f3c4dd2bf9333f0a444d7b8.png"",""frames/6446b82e3852c160371c8b1d.png"",""frames/f8d5d5ab03b292097f03b9c2.png"",""frames/54626dda4ece3f7a099fc3cf.png"",""frames/9b498393cfe2604eb325e69b.png"",""frames/836e0b799248370e286e753a.png"",""frames/825ebc6f4c084b7ee4fe474d.png"",""frames/bc8e56748d64e8205728ba10.png"",""frames/743b9f0571bbd2b0f7ad8655.png""]","[0.2,0,0.2,1]","[[4.071965,-1,0.473021],[4.911295,-1,0.897937],[5.118273,1,0.897748],[6.610426,-1,0.892125],[17.152066,1,0.306105]]"
0686abab868af860e08226a8,"[""frames/750e21e8d23d6fd8bca2e8a5.png"",""frames/97c9c1f1f27316750c052fc3.png"",""frames/af3082619818b0bd4eb08391.png"",""frames/453cf5047b17f3b02e8ebe22.png"",""frames/ffaf01d4219dbebf28d0de85.png"",""frames/55ce8bf71297ec3a2b490e66.png"",""frames/0fb85c9f4685cb49bc72a75a.png"",""frames/9357c18d0cfbd8bcc6f77d6b.png"",""frames/87cb1a899a57436684826748.png"",""frames/431242e5abf886919752fdcb.png"",""frames/538fec7a2202caadd5777512.png"",""frames/a814186fad038b8f6320e08a.png"",""frames/6fc5f91ef7364c58ed471743.png"",""frames/6ee060d99603cb9a3bb0a496.png"",""frames/93238633cd44ed2617729805.png"",""frames/23bfb6123ba2064ca7218e86.png"",""frames/c902ab1acd554f99f217d765.png"",""frames/c130d0dde4b2f30d19fe960f.png"",""frames/735f275a50945fe18bc05dca.png"",""frames/14c7814bb60ac710534c0ec3.png""]","[0.5,0,0.5,1]","[[8.330258,1,0.691519]]"
069569a70019a20f23081168,"[""frames/86cef50ab0f25644fb08403f.png"",""frames/05bb0719e0452201bda345c3.png"",""frames/ddd2fa1a120d446ec16c2b88.png"",""frames/d4704300e919b3812029271e.png"",""frames/2d5ae7969060a4700fb2a766.png"",""frames/731134657401510c24e30f34.png"",""frames/b119c44e1a8c0a2a648e0fc8.png"",""frames/3e1c29da030d2f614dbbf102.png"",""frames/9b4dac1fe729cce6f8137909.png"",""frames/1a25e2413d9146f3b43c5d8e.png"",""frames/b487554c309b0532e1ea8d26.png"",""frames/d72492041e12d460d52bbf76.png"",""frames/ce782dd44d3403f957a4008c.png"",""frames/c6ed2c3518f526dc63aa809a.png"",""frames/6302d8f20b6e89d4c0dbb21a.png"",""frames/4629f4de9acaa20bcdf27d0c.png"",""frames/2b3e6d381ae37de531b836ea.png"",""frames/1dfef7c06dbdaffe7065431e.png"",""frames/20dcef5ca296d6c54d9f6e79.png"",""frames/7dad2a3dda481fdf513e461e.png""]","[0.65,0,0.65,1]","[[1.226807,1,0.164132],[15.60482,1,0.28591]]"
069e0ad2904c0fd131066b33,"[""frames/d82cf81a7e2f96e09ad10d26.png"",""frames/9455f0db55736bf524d539c1.png"",""frames/b03fc13aeed103417386daf9.png"",""frames/d96c1a06aa28e427a60c992c.png"",""frames/6b759c6e7189eebc3cff13a3.png"",""frames/c713190376ce196e10a151aa.png"",""frames/338f89b08f46221904de1603.png"",""frames/9818a04b481baf894700da3b.png"",""frames/84b7778cf9380a5b775e00bf.png"",""frames/2fb3e3ea8b40bc4bde472a7d.png"",""frames/00d33192e1dbf38734cea466.png"",""frames/7754e5f21e26ae8e663119ee.png"",""frames/6460162e09c4d5d0cbe39dd8.png"",""frames/b39efa49ce2fa923d4dc4f97.png"",""frames/19ebf37e5492919400f07059.png"",""frames/48ec23fe038dde569cd96735.png"",""frames/d844399c8f339135f6dc13ad.png"",""frames/9fccce474c50a20167a9cbfc.png"",""frames/41254ff92d8079d6fe1869a3.png"",""frames/006ad4343b4553296a4bcbb1.png""]","[0.65,0,0.65,1]","[[9.259209,1,0.409546],[12.681446,1,0.465835],[12.773193,-1,0.150424],[15.31222,-1,0.470497]]"
06a552f74b77c4ed157c2de7,"[""frames/433059129f19953b3b82549c.png"",""frames/5e071fdc8b7f2ede51afa6ad.png"",""frames/d426631e1f17d7ae9da44a08.png"",""frames/deebe095429447e0341853e5.png"",""frames/e905c1e971694689881abaed.png"",""frames/956c267fefef4a1188959e89.png"",""frames/cbb3de0cf37c05a2210b5ad5.png"",""frames/96a84762b70a0ca3ed549859.png"",""frames/16ac30e05a15b6e651165b23.png"",""frames/35226149f1b3f854bc5cada9.png"",""frames/84eff68f6beb60734ab0b8cc.png"",""frames/0e3962dd84f9e7bbc7f8f851.png"",""frames/42a19e956a054b226dbf3037.png"",""frames/5e0cf62a3fcf20b77abdb3ab.png"",""frames/6d9bcb6388ad87db212e75a9.png"",""frames/555516080a4950812c30ddef.png"",""frames/0cbf7385893e5b5e0675edb0.png"",""frames/ae239898b3222f111aad14e5.png"",""frames/76a5ea94b2188cfa9a696add.png"",""frames/0252fd22b37f1785d202b30f.png""]","[0.35,0,0.35,1]","[[7.812415,-1,0.72471],[8.973795,-1,0.428023]]"
06b4837a9c374678a9e1a359,"[""frames/92589cfd41101e12102b0ef7.png"",""frames/3f3c4dd2bf9333f0a444d7b8.png"",""frames/6446b82e3852c160371c8b1d.png"",""frames/f8d5d5ab03b292097f03b9c2.png"",""frames/54626dda4ece3f7a099fc3cf.png"",""frames/9b498393cfe2604eb325e69b.png"",""frames/836e0b799248370e286e753a.png"",""frames/825ebc6f4c084b7ee4fe474d.png"",""frames/bc8e56748d64e8205728ba10.png"",""frames/743b9f0571bbd2b0f7ad8655.png"",""frames/78c082b3278278d077334ff3.png"",""frames/c1b78612985f33354393aa99.png"",""frames/c046c5ea78d7ca6e4a08c2f6.png"",""frames/981f5fe5f100976f84770c3f.png"",""frames/baa9183c6c701bc3b5e0c4b1.png"",""frames/95f8c754ba39d051586d0b72.png"",""frames/9160977a082a72f48d87ac94.png"",""frames/7b853c5cc16196857e767df5.png"",""frames/52f123040647f50a3c924430.png"",""frames/f7aab9ff5d68cabfeae3a35a.png""]","[0,0.65,1,0.65]","[[0.52381,1,0.48318],[1.408163,-1,0.501361],[16.190476,1,0.739767]]"
06cfd7289b0333f213c742c0,"[""frames/f3517b860cd5ed3fc1544fb7.png"",""frames/b0e08d5f35bf11fcb1869528.png"",""frames/0e5e5992d8f91162a694207c.png"",""frames/51d81123c63acb0b19f5036a.png"",""frames/f4b0fc87f39f83412ba95728.png"",""frames/51b97d5b44274f6b4bba0a97.png"",""frames/f3c44903449587fc0f223130.png"",""frames/07c6301e73913dd23c80933a.png"",""frames/4a92f6c331998da42b3acf9e.png"",""frames/98d2a0cf97e5288d053a2eb8.png"",""frames/6ee76ff3c443919fb8b1f058.png"",""frames/c466f7c2f9a7d4e15bebb7e6.png"",""frames/3c83ca06df597ebd6a37a8a2.png"",""frames/0ce092f078fb4be187b963f7.png"",""frames/8cf0169f0821da69988e8bcb.png"",""frames/1ebbd40237e74f09aea06cb7.png"",""frames/a8fa88492434cefd4b9bb099.png"",""frames/ebd2214e533c7df8286e27fb.png"",""frames/c478637e98e2638e23dd338f.png"",""frames/522ffaa6e93552abe423c308.png""]","[0,0.2,1,0.2]","[[8.715335,1,0.530555]]"
06d37f7fcc021efb32c8ed34,"[""frames/9e5cbbeec6ef8bfb7e0dd3eb.png"",""frames/5ef319070db6330bb8a041b6.png"",""frames/c71704552444765c7c1baaa2.png"",""frames/139ea67bdf47b6f4b6dfc2ca.png"",""frames/53961cde255290c21f7af0fc.png"",""frames/992b22259215b94d0369ebff.png"",""frames/1903880138ea2e40c1e07f96.png"",""frames/69c6d04df17fd61fd34a86df.png"",""frames/2f125533981f0fffa2c5d31a.png"",""frames/66d029d1cd8f7fa5440767b8.png"",""frames/9c044f9dae34b3abab184966.png"",""frames/be6d6ace3c8c0c5f77ed0b6a.png"",""frames/bca682f6aa3cf7cf0d6e7541.png"",""frames/951d9fa0d45eae8062e964f6.png"",""frames/f19b683a528df019c52c19cb.png"",""frames/fac87df1074eb625e4e47753.png"",""frames/070fa2d676ff5fe25b54cca5.png"",""frames/cdd72c7d6a72f38bb1127579.png"",""frames/af50b1c32f3643045ca94403.png"",""frames/59c10746da6dfa563ed0bb5e.png""]","[0.65,0,0.65,1]","[[3.597934,-1,0.797134],[12.469077,1,0.899251],[12.637108,-1,0.47193]]"
0756ea0f89147b8c0c503d32,"[""frames/4a79015a71da4c5ebaacb93b.png"",""frames/40386f3ff6073f32973ff8b0.png"",""frames/9d40d93b41b3d630a03232b1.png"",""frames/1361ad150f7e828ecd65bbd0.png"",""frames/80069f6acff8c3428b20d793.png"",""frames/c4735147fc483be63a0c5bc6.png"",""frames/90f50ab43261c68a681b88e8.png"",""frames/943456e4b53f3e519140a460.png"",""frames/393b3152f25fc8ecd773ea34.png"",""frames/7e4d4aed38298a41c75049f3.png"",""frames/bf4686b351ca4ba31c69e8a6.png"",""frames/52520629895690fb79369aa1.png"",""frames/2dc1bc6eb44be6f1a3b0ec9e.png"",""frames/2e35f43422aab8cb1bb1ebfa.png"",""frames/3aca1c8ac7f3eb6ad400b817.png"",""frames/d51b0e98170c3aba0d413dc0.png"",""frames/955e11d5916b8c37b4ce4ed0.png"",""frames/0f321eb08f9542b343adab6f.png"",""frames/5b427558343989d4b8dc91c3.png"",""frames/2c9e52d3e2cb9e8d1e880a4a.png""]","[0.35,0,0.35,1]","[[3.979036,-1,0.609612],[4.96506,-1,0.656373],[6.116763,-1,0.873631],[8.029806,-1,0.728041],[16.937678,1,0.844093]]"
0779960a9cefbb0b1f3e672b,"[""frames/df012fc91ca34075fd93eb2a.png"",""frames/16e0c44e8733e6aea6ae5f09.png"",""frames/da11304d33a953f66346b27a.png"",""frames/94f9a7f0f7a2ccb4734a779b.png"",""frames/0e3803b2b4de3feda7f6a28a.png"",""frames/ab00ccb3f1a1d4c90e18cdd9.png"",""frames/211a0383ae8e6a33c9d0b6dd.png"",""frames/8038593f5ad9d4961433e284.png"",""frames/1ec82879f8a42b18b9030b2e.png"",""frames/bdd100376970c9e23295d702.png"",""frames/e6887c23db987c315cafdb58.png"",""frames/5058ef523b9aca061cef3eb8.png"",""frames/401ae6ab6d1309dd4d127965.png"",""frames/615b0510d344d21f14c760ca.png"",""frames/d5714e322e1892d284cc0216.png"",""frames/cc84699a03e9d23ba8651089.png"",""frames/5cf6c27bfef42be54f9b746a.png"",""frames/619942f8a689211baa951b8d.png"",""frames/daf701a4cc5277390d143ff8.png"",""frames/82257cadfb64e7e950529fe9.png""]","[0,0.8,1,0.8]","[[1.460055,1,0.970078],[12.117528,1,0.875377]]"
081721d4e9615e6bc03fdf2b,"[""frames/9bc4533daa7f336b7dcb9210.png"",""frames/70ce8bd62af55477efca269e.png"",""frames/3615ec50b10289433260a965.png"",""frames/d8915a3fb4b80a341cf28641.png"",""frames/e10bb18ae05df23f7b585146.png"",""frames/66a329dac9fb08ca3c15b040.png"",""frames/f06b4fcf1ce42c8a7072ac34.png"",""frames/8051fc34d4e0e20bf197e2f3.png"",""frames/204ae77b1933a602993df73e.png"",""frames/0a7bebf203a6df0ef65d5a09.png"",""frames/3971c299a4d5d49a29ddb8ef.png"",""frames/b1f92e86846d9c50018115d9.png"",""frames/ca046721ee57e9db8f924864.png"",""frames/e728fcda81c5d6c7b9597185.png"",""frames/6819f248628c4bff81a7488a.png"",""frames/9aa526f5385a834eca3cc8b5.png"",""frames/1452acca00e896cb17fcfbee.png"",""frames/c1e7e3bb44b74126bce9b1d1.png"",""frames/5640e66ea6eb53f11eb2ebad.png"",""frames/db92eec615f8809fed701315.png""]","[0,0.65,1,0.65]","[[8.54097,1,0.597702]]"
084cae1b098230b4da85b024,"[""frames/10c7b2b4e7919b13bdd2b83c.png"",""frames/49ee1790f19320fa51e52c26.png"",""frames/944f7adef027ea913bdedc1a.png"",""frames/26f5c8751d7cca390cb01e4e.png"",""frames/97574fc795e1f61037797fd3.png"",""frames/6fe5fb34b12999ca5fdd9169.png"",""frames/3576f2a0540e232124e77552.png"",""frames/82747067d44d9f8726f905db.png"",""frames/e69fa5f1c26ef0442b8e3e6e.png"",""frames/1d5c2e334719327d22d3f4d7.png"",""frames/eb87f27b4f4034c87e22c556.png"",""frames/ca59163777faca4ccaa0b2d0.png"",""frames/87a25f148ac2b6f8a81f25ca.png"",""frames/ae61bb2c65d08c6e7303d08b.png"",""frames/68154e6542cc7cd000cc828b.png"",""frames/0f11343c919954ef17b2e37a.png"",""frames/2b3d8b37104d50b10d8c7ed5.png"",""frames/c8f19d5811bf2b712c8dd872.png"",""frames/b2f4e52fc6a757dea02071cc.png"",""frames/341849306b065eac5a494e62.png""]","[0.5,0,0.5,1]","[[5.670598,-1,0.226726],[11.543554,-1,0.504092],[14.695557,1,0.539549]]"
0877ff845b54fc879f24d47a,"[""frames/00d734e1bc9c3960e095298b.png"",""frames/351a4c2e219ff3da13e8ade7.png"",""frames/a85e464a13cd33043558b271.png"",""frames/9671c48bfe6d124fd44e9216.png"",""frames/38e26e93ed724428fcf3baee.png"",""frames/f538ce01511346ffe8e117c1.png"",""frames/89f12749bb3442df360fd8b1.png"",""frames/9c24424bb462a220ec4d5f9c.png"",""frames/4d61e543fc846c8d7e389c80.png"",""frames/3d47381671bf8a4a9bd02d8c.png"",""frames/a79e766b0045157f48af4f08.png"",""frames/eb28a5f5edc2c835215a46ca.png"",""frames/e685caaa77f7c81e2e473558.png"",""frames/b946e24719ca5b4bd3678102.png"",""frames/f9980f072297e67c50291f5b.png"",""frames/6b2e3c978b529d49b67e8c19.png"",""frames/913c7d60143d85425b18840c.png"",""frames/e87337c049af6e07e00b49ac.png"",""frames/959f1366544cb53bd32de0b0.png"",""frames/2612b32e24c0e6287c6232ac.png""]","[0,0.8,1,0.8]","[[3.385778,1,0.403987],[5.130617,1,0.53412],[7.35782,1,0.243642],[8.748356,1,0.494093],[10.02841,-1,0.664331],[18.968517,-1,0.319783]]"
0878083a7bf5544fb45f7032,"[""frames/b21639a00bb6931ba6512a2a.png"",""frames/e3080afb88ba751ec21c0bcf.png"",""frames/e6ba6982f86b2506861a3897.png"",""frames/1fe147de223dd903aeb93788.png"",""frames/56daa55dbe42b90ccca750d2.png"",""frames/feec8dfdeb5934cfb72c354e.png"",""frames/20d69c79a1427de5bc82c363.png"",""frames/f4f925bbb66d33e35c855250.png"",""frames/8c37b1b4cce8fe736af4f998.png"",""frames/bf14695abba4993234f24143.png"",""frames/1bb3d432795b92e0740b9e76.png"",""frames/70bc63c72b4ce6be15dc79f8.png"",""frames/660709c66538f9d7be2cc870.png"",""frames/cea17fdf1c831f09d5f0bee8.png"",""frames/99a1e76bfe26dea2f0cb7f23.png"",""frames/f63d1ca66ec3ece5221ed9ef.png"",""frames/485dbe62f77219d394c9dc41.png"",""frames/aae6311d78924ef83275e551.png"",""frames/4c827e897ef268099b01a1f7.png"",""frames/7499e2e8a8577f4a526e93de.png""]","[0.35,0,0.35,1]","[[17.065859,-1,0.22496]]"
08bafcda68dfd276e8b0d195,"[""frames/e64915d3bcdfdf9e12bab7f6.png"",""frames/b5168a71d39fbd5018d9a27d.png"",""frames/313b83b334f2d4658999c06e.png"",""frames/5ac84c81db6a49fe1574d7cd.png"",""frames/9d02fbec4dfd4ddcdcd67d55.png"",""frames/3e0783ff514025d2e7fcdd38.png"",""frames/31421fc3c14dad7c70f42b6d.png"",""frames/dff81ac0901d8e56846fa282.png"",""frames/45a0deda42db36a923df726b.png"",""frames/8049930e43329629f4158058.png"",""frames/5b3c8b8006e0320b1ab295a6.png"",""frames/4a737ae72a45ebd1e00a9117.png"",""frames/af894b14fa8a9099fc816b71.png"",""frames/209053898aa06da9ab7e88ff.png"",""frames/621d3e676f6b51e426af6350.png"",""frames/95f0def685a94a65f779efcd.png"",""frames/361ddce8baa4d49ea28f3575.png"",""frames/890d72fefb26cb847fe701c0.png"",""frames/d373083560e764925ce29933.png"",""frames/b55480672d455f13fb5a2f02.png""]","[0.5,0,0.5,1]","[[2.80667,1,0.885649],[17.882211,1,0.159078]]"
